cliente_id,provincia,consumo_kwh,paneles_solares,tarifa,mes
1478,Catamarca,852,4,residencial,12
1479,Catamarca,379,7,industrial,3
1480,Catamarca,805,4,comercial,4
1481,Catamarca,464,11,industrial,9
1482,Tucumán,1349,5,residencial,2
1483,Jujuy,1175,20,residencial,12
1484,Catamarca,905,2,residencial,11
1485,Catamarca,1304,11,industrial,6
1486,Salta,365,7,industrial,5
1487,Salta,761,3,industrial,7
1488,Santiago del Estero,1229,8,industrial,10
1489,Tucumán,1098,7,residencial,5
1490,Salta,1350,17,comercial,1
1491,Jujuy,688,4,comercial,6
1492,Santiago del Estero,829,19,industrial,1
1493,Jujuy,378,2,industrial,3
1494,Tucumán,1255,4,residencial,6
1495,Santiago del Estero,909,9,industrial,9
1496,Catamarca,623,13,residencial,12
1497,Jujuy,913,16,comercial,12
1498,Jujuy,925,10,industrial,7
1499,Tucumán,1206,1,comercial,5
1500,Catamarca,231,12,residencial,5
1501,Salta,546,18,comercial,10
1502,Salta,271,3,residencial,10
1503,Santiago del Estero,1267,15,residencial,1
1504,Jujuy,386,14,residencial,9
1505,Catamarca,331,13,industrial,7
1506,Jujuy,831,6,residencial,9
1507,Jujuy,1213,13,comercial,7
1508,Jujuy,1387,11,comercial,6
1509,Jujuy,344,12,industrial,4
1510,Jujuy,572,20,industrial,12
1511,Catamarca,778,11,residencial,9
1512,Jujuy,722,18,industrial,7
1513,Tucumán,408,9,industrial,10
1514,Santiago del Estero,491,6,residencial,7
1515,Jujuy,930,6,residencial,4
1516,Catamarca,376,9,comercial,3
1517,Salta,1355,5,comercial,7
1518,Tucumán,1304,8,residencial,5
1519,Tucumán,613,4,industrial,10
1520,Catamarca,1448,7,residencial,4
1521,Tucumán,554,14,residencial,6
1522,Salta,669,7,comercial,6
1523,Jujuy,625,7,comercial,11
1524,Salta,965,15,comercial,10
1525,Catamarca,1220,2,comercial,12
1526,Catamarca,1251,12,comercial,4
1527,Jujuy,1242,17,residencial,4
1528,Salta,94,5,comercial,8
1529,Catamarca,1258,10,residencial,4
1530,Santiago del Estero,696,7,residencial,2
1531,Santiago del Estero,299,18,residencial,9
1532,Tucumán,166,4,residencial,5
1533,Jujuy,869,17,industrial,6
1534,Salta,97,3,industrial,10
1535,Catamarca,296,18,industrial,1
1536,Salta,1018,9,industrial,2
1537,Santiago del Estero,511,9,comercial,7
1538,Tucumán,624,8,industrial,3
1539,Catamarca,188,4,comercial,11
1540,Santiago del Estero,1076,2,residencial,12
1541,Santiago del Estero,426,5,comercial,9
1542,Catamarca,66,0,residencial,2
1543,Santiago del Estero,425,15,residencial,3
1544,Santiago del Estero,391,8,industrial,9
1545,Jujuy,548,19,residencial,3
1546,Catamarca,1267,2,comercial,4
1547,Catamarca,945,13,industrial,12
1548,Santiago del Estero,906,6,industrial,10
1549,Jujuy,1127,8,industrial,2
1550,Tucumán,1101,12,comercial,5
1551,Tucumán,993,12,industrial,3
1552,Santiago del Estero,1354,5,industrial,12
1553,Catamarca,552,6,comercial,1
1554,Salta,1429,5,residencial,10
1555,Catamarca,832,19,residencial,10
1556,Catamarca,396,15,residencial,1
1557,Santiago del Estero,820,7,residencial,8
1558,Jujuy,907,18,industrial,3
1559,Santiago del Estero,1253,3,residencial,3
1560,Jujuy,464,12,comercial,12
1561,Salta,988,10,comercial,2
1562,Catamarca,645,2,industrial,9
1563,Salta,1254,10,residencial,10
1564,Santiago del Estero,1470,12,residencial,1
1565,Tucumán,316,19,comercial,12
1566,Catamarca,1335,10,industrial,8
1567,Tucumán,435,13,comercial,5
1568,Tucumán,1145,11,industrial,3
1569,Santiago del Estero,787,15,comercial,7
1570,Catamarca,692,3,industrial,5
1571,Jujuy,504,0,industrial,5
1572,Santiago del Estero,1161,5,industrial,6
1573,Tucumán,903,15,comercial,1
1574,Jujuy,1010,16,industrial,8
1575,Santiago del Estero,705,12,comercial,2
1576,Jujuy,276,12,industrial,10
1577,Jujuy,1057,20,residencial,12
1578,Salta,914,16,residencial,9
1579,Catamarca,895,8,industrial,11
1580,Tucumán,395,2,residencial,10
1581,Jujuy,97,5,comercial,6
1582,Santiago del Estero,286,6,comercial,6
1583,Santiago del Estero,522,14,comercial,3
1584,Salta,1059,7,industrial,1
1585,Catamarca,1345,13,comercial,12
1586,Catamarca,503,14,comercial,4
1587,Tucumán,1045,3,residencial,4
1588,Tucumán,126,13,comercial,6
1589,Santiago del Estero,1178,0,residencial,8
1590,Salta,1224,11,industrial,11
1591,Catamarca,1466,5,residencial,5
1592,Jujuy,1041,20,industrial,4
1593,Tucumán,296,19,comercial,5
1594,Jujuy,769,13,residencial,1
1595,Santiago del Estero,598,0,residencial,9
1596,Santiago del Estero,874,6,industrial,2
1597,Jujuy,1018,16,residencial,7
1598,Tucumán,1239,9,comercial,2
1599,Santiago del Estero,1262,14,comercial,6
1600,Tucumán,437,9,residencial,3
1601,Santiago del Estero,1381,17,industrial,2
1602,Santiago del Estero,708,13,residencial,4
1603,Tucumán,66,19,residencial,1
1604,Jujuy,438,16,comercial,7
1605,Santiago del Estero,140,7,comercial,1
1606,Santiago del Estero,1281,20,industrial,4
1607,Jujuy,699,4,residencial,4
1608,Santiago del Estero,793,3,residencial,9
1609,Tucumán,446,14,residencial,9
1610,Tucumán,950,13,residencial,1
1611,Santiago del Estero,87,17,comercial,7
1612,Catamarca,258,12,industrial,7
1613,Jujuy,599,17,residencial,8
1614,Tucumán,1390,0,residencial,11
1615,Tucumán,490,1,residencial,3
1616,Catamarca,101,3,residencial,12
1617,Catamarca,950,4,industrial,8
1618,Salta,1468,10,comercial,8
1619,Salta,544,0,industrial,6
1620,Salta,447,3,comercial,9
1621,Salta,661,6,residencial,9
1622,Tucumán,260,2,industrial,12
1623,Tucumán,93,14,comercial,2
1624,Catamarca,1235,4,industrial,3
1625,Catamarca,1401,0,comercial,4
1626,Jujuy,449,12,industrial,7
1627,Tucumán,303,8,industrial,6
1628,Santiago del Estero,986,16,residencial,8
1629,Santiago del Estero,1481,17,comercial,11
1630,Jujuy,848,2,comercial,3
1631,Jujuy,485,18,residencial,4
1632,Catamarca,52,9,industrial,2
1633,Tucumán,1430,16,comercial,3
1634,Tucumán,293,0,comercial,6
1635,Catamarca,1031,9,industrial,7
1636,Catamarca,1121,0,industrial,12
1637,Tucumán,311,16,industrial,6
1638,Catamarca,85,6,industrial,5
1639,Catamarca,64,16,residencial,8
1640,Salta,100,3,industrial,3
1641,Tucumán,460,14,comercial,2
1642,Salta,625,1,industrial,8
1643,Salta,1305,12,comercial,5
1644,Catamarca,398,7,residencial,11
1645,Santiago del Estero,1408,0,comercial,7
1646,Salta,592,18,comercial,2
1647,Santiago del Estero,179,0,industrial,8
1648,Tucumán,1138,2,industrial,6
1649,Tucumán,468,2,industrial,5
1650,Jujuy,585,2,comercial,7
1651,Catamarca,1230,4,residencial,11
1652,Tucumán,1206,2,industrial,9
1653,Catamarca,773,10,comercial,2
1654,Catamarca,636,16,industrial,7
1655,Salta,893,5,industrial,1
1656,Tucumán,788,3,residencial,10
1657,Jujuy,1383,1,residencial,1
1658,Jujuy,644,3,residencial,5
1659,Santiago del Estero,915,16,residencial,2
1660,Jujuy,401,20,industrial,8
1661,Salta,915,11,residencial,10
1662,Catamarca,605,11,residencial,2
1663,Jujuy,317,0,comercial,1
1664,Tucumán,922,19,residencial,12
1665,Tucumán,276,2,industrial,9
1666,Santiago del Estero,289,7,comercial,3
1667,Catamarca,998,7,industrial,9
1668,Tucumán,970,19,residencial,7
1669,Tucumán,1085,2,residencial,11
1670,Jujuy,832,1,residencial,8
1671,Catamarca,1194,4,industrial,7
1672,Santiago del Estero,1114,20,industrial,11
1673,Jujuy,1130,6,comercial,12
1674,Catamarca,172,15,residencial,7
1675,Salta,1083,4,residencial,1
1676,Salta,611,16,residencial,6
1677,Jujuy,200,17,residencial,2
1678,Salta,622,4,industrial,8
1679,Catamarca,1492,8,residencial,2
1680,Salta,1432,17,residencial,12
1681,Tucumán,993,11,industrial,2
1682,Salta,183,16,residencial,6
1683,Santiago del Estero,382,1,industrial,5
1684,Tucumán,339,9,industrial,4
1685,Tucumán,300,14,industrial,1
1686,Jujuy,166,2,residencial,6
1687,Tucumán,436,13,comercial,9
1688,Jujuy,1456,6,comercial,5
1689,Salta,522,18,comercial,11
1690,Jujuy,590,1,comercial,7
1691,Catamarca,850,5,comercial,12
1692,Tucumán,471,10,industrial,5
1693,Jujuy,216,16,residencial,9
1694,Catamarca,574,0,industrial,12
1695,Salta,395,6,residencial,7
1696,Santiago del Estero,577,9,residencial,7
1697,Salta,1480,4,industrial,10
1698,Catamarca,1070,14,industrial,6
1699,Catamarca,668,17,comercial,11
1700,Jujuy,251,16,comercial,5
1701,Catamarca,878,10,comercial,5
1702,Catamarca,1468,13,industrial,2
1703,Salta,288,12,industrial,2
1704,Salta,619,6,residencial,9
1705,Tucumán,438,5,industrial,1
1706,Jujuy,1422,0,comercial,1
1707,Salta,716,12,comercial,5
1708,Santiago del Estero,984,16,industrial,3
1709,Salta,796,13,residencial,5
1710,Salta,352,4,comercial,2
1711,Santiago del Estero,794,4,comercial,2
1712,Salta,1238,15,industrial,5
1713,Catamarca,56,2,industrial,5
1714,Santiago del Estero,1234,11,industrial,12
1715,Tucumán,167,3,residencial,1
1716,Salta,181,18,industrial,1
1717,Catamarca,282,13,industrial,8
1718,Catamarca,98,1,residencial,5
1719,Santiago del Estero,1275,3,industrial,5
1720,Jujuy,121,0,comercial,4
1721,Catamarca,1152,20,residencial,12
1722,Jujuy,1284,10,residencial,9
1723,Jujuy,489,16,industrial,9
1724,Santiago del Estero,821,20,comercial,8
1725,Tucumán,637,9,comercial,2
1726,Jujuy,776,11,comercial,11
1727,Catamarca,773,1,comercial,5
1728,Santiago del Estero,1466,3,residencial,2
1729,Jujuy,1086,15,comercial,11
1730,Santiago del Estero,532,18,residencial,7
1731,Catamarca,167,11,industrial,11
1732,Tucumán,790,15,industrial,7
1733,Santiago del Estero,377,0,residencial,9
1734,Salta,941,16,comercial,10
1735,Jujuy,830,0,comercial,11
1736,Tucumán,838,5,industrial,10
1737,Jujuy,625,0,comercial,12
1738,Tucumán,268,11,industrial,6
1739,Jujuy,380,12,industrial,9
1740,Tucumán,1139,14,comercial,5
1741,Santiago del Estero,1448,19,industrial,6
1742,Santiago del Estero,415,1,industrial,1
1743,Santiago del Estero,1370,19,residencial,11
1744,Salta,1352,16,comercial,2
1745,Catamarca,1363,11,comercial,10
1746,Salta,1442,12,residencial,7
1747,Santiago del Estero,1483,10,residencial,3
1748,Jujuy,1096,19,residencial,9
1749,Tucumán,675,9,comercial,10
1750,Catamarca,1319,9,comercial,8
1751,Jujuy,385,8,residencial,11
1752,Jujuy,1319,3,residencial,4
1753,Jujuy,1439,19,industrial,10
1754,Santiago del Estero,1390,19,industrial,8
1755,Jujuy,167,6,industrial,3
1756,Salta,177,2,industrial,8
1757,Tucumán,623,20,industrial,9
1758,Jujuy,786,18,comercial,7
1759,Salta,755,20,residencial,9
1760,Jujuy,1184,17,industrial,4
1761,Jujuy,412,5,industrial,12
1762,Santiago del Estero,816,15,residencial,6
1763,Jujuy,639,17,industrial,9
1764,Jujuy,175,1,industrial,8
1765,Salta,1192,1,residencial,10
1766,Salta,64,5,comercial,4
1767,Catamarca,1031,6,comercial,4
1768,Salta,242,15,industrial,11
1769,Santiago del Estero,1073,1,residencial,8
1770,Salta,736,0,industrial,6
1771,Catamarca,808,8,residencial,4
1772,Tucumán,1082,9,industrial,3
1773,Tucumán,1457,8,residencial,1
1774,Tucumán,681,0,residencial,8
1775,Catamarca,353,13,residencial,1
1776,Salta,673,1,comercial,9
1777,Catamarca,1210,9,industrial,12
1778,Jujuy,294,7,comercial,8
1779,Jujuy,926,9,residencial,8
1780,Tucumán,912,13,industrial,10
1781,Santiago del Estero,382,14,industrial,1
1782,Tucumán,537,19,residencial,3
1783,Tucumán,53,3,residencial,6
1784,Jujuy,1284,6,industrial,12
1785,Catamarca,451,6,residencial,4
1786,Catamarca,157,2,residencial,3
1787,Salta,359,2,residencial,5
1788,Jujuy,1100,5,industrial,7
1789,Jujuy,973,8,industrial,12
1790,Jujuy,868,9,comercial,5
1791,Tucumán,213,2,residencial,11
1792,Jujuy,932,0,industrial,7
1793,Salta,232,17,industrial,1
1794,Tucumán,1176,0,comercial,4
1795,Catamarca,61,19,comercial,11
1796,Santiago del Estero,547,7,residencial,3
1797,Tucumán,860,15,industrial,1
1798,Catamarca,367,11,industrial,5
1799,Tucumán,1350,14,residencial,6
1800,Tucumán,1022,13,industrial,1
1801,Catamarca,1065,8,industrial,3
1802,Jujuy,1426,5,industrial,4
1803,Jujuy,1368,5,residencial,6
1804,Salta,1165,13,residencial,6
1805,Catamarca,1466,0,industrial,12
1806,Tucumán,256,5,residencial,1
1807,Tucumán,651,14,residencial,9
1808,Jujuy,1319,3,industrial,7
1809,Tucumán,1426,7,residencial,4
1810,Salta,1028,17,residencial,9
1811,Catamarca,976,2,residencial,4
1812,Santiago del Estero,1106,7,industrial,1
1813,Jujuy,981,12,residencial,2
1814,Salta,980,16,industrial,5
1815,Jujuy,1049,5,comercial,3
1816,Salta,1441,14,comercial,4
1817,Catamarca,301,3,residencial,11
1818,Jujuy,301,9,residencial,4
1819,Jujuy,1140,9,industrial,5
1820,Salta,661,2,comercial,5
1821,Salta,629,11,comercial,8
1822,Tucumán,366,6,comercial,3
1823,Catamarca,1196,10,industrial,7
1824,Salta,629,4,comercial,1
1825,Jujuy,339,4,industrial,8
1826,Jujuy,1431,11,residencial,7
1827,Tucumán,91,9,industrial,3
1828,Catamarca,397,12,comercial,7
1829,Jujuy,1016,19,residencial,5
1830,Catamarca,1175,9,residencial,12
1831,Catamarca,158,7,residencial,3
1832,Catamarca,735,16,residencial,5
1833,Catamarca,1390,6,comercial,10
1834,Jujuy,969,5,residencial,9
1835,Jujuy,964,6,residencial,8
1836,Santiago del Estero,968,0,comercial,4
1837,Jujuy,878,11,comercial,2
1838,Salta,588,1,comercial,1
1839,Tucumán,59,4,comercial,1
1840,Jujuy,670,6,industrial,2
1841,Santiago del Estero,784,0,industrial,10
1842,Jujuy,1421,2,residencial,5
1843,Tucumán,699,19,comercial,7
1844,Salta,305,15,comercial,8
1845,Salta,170,13,comercial,11
1846,Santiago del Estero,435,18,comercial,4
1847,Santiago del Estero,1273,15,comercial,8
1848,Santiago del Estero,909,1,comercial,12
1849,Salta,1124,5,residencial,11
1850,Salta,891,19,industrial,6
1851,Catamarca,1186,5,residencial,8
1852,Santiago del Estero,277,0,residencial,2
1853,Jujuy,81,14,residencial,3
1854,Jujuy,278,5,comercial,6
1855,Catamarca,750,4,comercial,10
1856,Jujuy,664,4,industrial,6
1857,Jujuy,504,5,residencial,10
1858,Santiago del Estero,476,18,comercial,5
1859,Salta,998,11,comercial,1
1860,Salta,656,11,industrial,11
1861,Jujuy,460,9,industrial,11
1862,Tucumán,370,3,industrial,11
1863,Santiago del Estero,1071,3,comercial,8
1864,Catamarca,1126,12,residencial,6
1865,Jujuy,575,11,comercial,7
1866,Salta,1333,12,comercial,6
1867,Catamarca,677,8,industrial,9
1868,Salta,937,15,residencial,8
1869,Catamarca,275,17,residencial,2
1870,Santiago del Estero,582,5,residencial,8
1871,Tucumán,266,7,industrial,3
1872,Tucumán,670,19,comercial,1
1873,Salta,831,15,residencial,9
1874,Jujuy,512,10,comercial,1
1875,Catamarca,409,18,industrial,6
1876,Jujuy,1248,8,comercial,1
1877,Catamarca,1499,12,comercial,10
1878,Tucumán,308,6,industrial,7
1879,Santiago del Estero,1399,9,comercial,12
1880,Salta,1277,9,industrial,3
1881,Tucumán,399,7,residencial,11
1882,Tucumán,930,8,residencial,4
1883,Salta,1290,9,industrial,9
1884,Jujuy,876,14,residencial,9
1885,Jujuy,561,14,residencial,4
1886,Santiago del Estero,415,3,industrial,7
1887,Santiago del Estero,503,5,residencial,7
1888,Catamarca,1329,17,comercial,7
1889,Jujuy,629,19,residencial,9
1890,Salta,150,7,comercial,8
1891,Santiago del Estero,859,2,comercial,3
1892,Jujuy,926,17,residencial,6
1893,Jujuy,1217,3,comercial,6
1894,Santiago del Estero,1045,20,residencial,2
1895,Santiago del Estero,1172,11,residencial,12
1896,Santiago del Estero,621,1,industrial,5
1897,Salta,1212,0,industrial,6
1898,Catamarca,376,20,comercial,8
1899,Catamarca,105,18,residencial,8
1900,Jujuy,922,3,industrial,7
1901,Tucumán,1397,13,comercial,11
1902,Santiago del Estero,483,1,comercial,11
1903,Tucumán,236,15,residencial,12
1904,Tucumán,516,6,industrial,6
1905,Jujuy,977,14,comercial,2
1906,Tucumán,1333,6,residencial,8
1907,Salta,819,13,industrial,2
1908,Catamarca,1262,4,industrial,3
1909,Salta,730,11,residencial,7
1910,Santiago del Estero,71,9,residencial,1
1911,Jujuy,623,20,industrial,2
1912,Catamarca,183,11,comercial,7
1913,Catamarca,1151,13,residencial,12
1914,Tucumán,314,5,industrial,7
1915,Salta,1222,18,industrial,1
1916,Tucumán,163,11,industrial,10
1917,Catamarca,1416,0,industrial,2
1918,Catamarca,463,17,comercial,9
1919,Salta,1283,20,residencial,3
1920,Catamarca,943,16,industrial,2
1921,Catamarca,1417,14,residencial,4
1922,Salta,515,18,comercial,11
1923,Santiago del Estero,1101,0,residencial,1
1924,Santiago del Estero,1172,3,residencial,8
1925,Tucumán,430,0,comercial,4
1926,Santiago del Estero,1489,17,industrial,10
1927,Tucumán,221,11,comercial,8
1928,Jujuy,549,5,comercial,2
1929,Jujuy,1475,3,residencial,5
1930,Salta,800,10,residencial,5
1931,Salta,1499,18,industrial,6
1932,Salta,623,2,industrial,3
1933,Tucumán,504,8,industrial,10
1934,Salta,804,3,residencial,3
1935,Catamarca,437,15,comercial,3
1936,Tucumán,267,17,comercial,9
1937,Salta,306,12,comercial,7
1938,Catamarca,724,7,residencial,11
1939,Santiago del Estero,207,1,residencial,8
1940,Tucumán,1353,19,residencial,2
1941,Tucumán,138,3,residencial,12
1942,Tucumán,89,4,industrial,6
1943,Santiago del Estero,882,17,industrial,9
1944,Jujuy,878,13,residencial,2
1945,Salta,1162,12,comercial,5
1946,Jujuy,1242,2,comercial,11
1947,Jujuy,1166,14,industrial,8
1948,Santiago del Estero,791,11,residencial,1
1949,Jujuy,454,17,comercial,9
1950,Tucumán,1213,6,industrial,8
1951,Tucumán,118,0,industrial,5
1952,Salta,998,3,residencial,9
1953,Santiago del Estero,333,11,comercial,2
1954,Santiago del Estero,1037,13,residencial,6
1955,Tucumán,1444,8,comercial,8
1956,Salta,238,2,industrial,2
1957,Santiago del Estero,194,10,industrial,11
1958,Jujuy,706,1,industrial,1
1959,Tucumán,235,1,residencial,1
1960,Catamarca,1050,3,industrial,3
1961,Salta,852,12,residencial,5
1962,Catamarca,1192,12,residencial,4
1963,Tucumán,1339,9,industrial,7
1964,Tucumán,636,14,comercial,1
1965,Salta,478,7,industrial,12
1966,Santiago del Estero,439,18,comercial,9
1967,Jujuy,1345,18,industrial,3
1968,Jujuy,1114,1,industrial,12
1969,Catamarca,1002,19,residencial,7
1970,Catamarca,282,11,comercial,1
1971,Tucumán,250,15,industrial,10
1972,Tucumán,1146,18,residencial,8
1973,Jujuy,1242,7,comercial,10
1974,Jujuy,761,12,industrial,6
1975,Tucumán,1419,2,residencial,12
1976,Salta,645,0,industrial,4
1977,Jujuy,1077,4,residencial,2
1978,Jujuy,306,9,industrial,6
1979,Jujuy,346,9,comercial,12
1980,Catamarca,478,7,industrial,8
1981,Santiago del Estero,231,9,industrial,1
1982,Salta,1274,11,industrial,3
1983,Catamarca,360,16,residencial,10
1984,Salta,1343,20,residencial,8
1985,Jujuy,1433,18,comercial,4
1986,Jujuy,1297,2,residencial,9
1987,Tucumán,293,17,residencial,4
1988,Catamarca,610,0,comercial,12
1989,Jujuy,719,0,industrial,11
1990,Catamarca,828,13,industrial,5
1991,Jujuy,71,5,residencial,9
1992,Jujuy,1243,18,comercial,9
1993,Tucumán,1157,17,residencial,11
1994,Jujuy,293,9,comercial,2
1995,Salta,130,16,industrial,1
1996,Santiago del Estero,1306,4,residencial,3
1997,Tucumán,345,18,comercial,8
1998,Jujuy,712,17,residencial,1
1999,Catamarca,167,9,comercial,4
2000,Tucumán,134,7,industrial,7
